,headline,date,summary,content,link
47,"IPC de febrero aumentó 0,3% respecto al mes anterior ",8/03/2022,"Destacaron las alzas de alimentos y bebidas no alcohólicas y de vivienda y servicio básicos, y la disminución de recreación y cultura. ","En febrero de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 0,3%, una variación acumulada de 1,5% en lo que va del año y un alza a doce meses de 7,8%. 

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y dos presentaron incidencias negativas. 

Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (1,8%), con 0,358 puntos porcentuales (pp.), y vivienda y servicios básicos (0,9%), con 0,129 pp.   

Entre las divisiones que consignaron bajas mensuales en sus precios destacó recreación y cultura (-5,2%), con -0,365 pp. 

Boletín IPC febrero 2022   

Separata técnica IPC febrero 2022  

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/03/08/ipc-de-febrero-aumentó-0-3-respecto-al-mes-anterior
48,"Índice de Precios de Productor (IPP) Industrias crece 30,2% impulsado por la minería ",24/02/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación del sector minero. ,"
Un aumento interanual de 30,2% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en enero 2022, acumulando 0,1% al primer mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).  


 El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 39,2% respecto de enero 2021, acumulando -0,4% en lo que va del año, destacando extracción y procesamiento de cobre como la clase más influyente con un alza de 39,3%. 


En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 23,6% respecto del mismo mes del año anterior, y acumuló 1,1% al primer mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, con un 111,9%.  


Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 4,9% a doce meses, acumulando -0,6% a enero 2022. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 41,2%.   

Boletín Índice de Precios de Productor (IPP) Industrias enero 2022
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/02/24/índice-de-precios-de-productor-(ipp)-industrias-crece-30-2-impulsado-por-la-minería
49,"Índice de Costos del Transporte registró una variación mensual de 3,6% en enero ",18/02/2022,"El resultado se explicó, principalmente, por el aumento del grupo recursos humanos. ","En enero de 2022, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 3,6%, acumulando 3,6% en lo que va del año. 
La variación del mes se explicó, principalmente, por el aumento del grupo recursos humanos (3,5%), que incidió 1,414 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 
En tanto, combustibles registró una variación mensual de 3,7%, con una incidencia de 1,113 pp., mientras que, otros servicios relativos al equipo de transporte anotó una variación mensual de 6,5%, con una incidencia de 0,629 pp. 
Por su parte, servicios financieros presentó una variación mensual de 2,3%, con una incidencia de 0,239 pp. 
Finalmente, repuestos y accesorios para el funcionamiento y mantención del vehículo consignó una variación mensual de 2,4%, con una incidencia de 0,223 pp. 

Boletín Índice de Costos del Transporte (ICT) enero de 2022
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/02/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-3-6-en-enero
50,Comunicado institucional  Actualización Información IPC,8/02/2022,"Ajuste y actualización de archivos no impactan la información mensual entregada respecto a la variación del IPC general (1,2%).","Respecto a la publicación coyuntural del IPC del mes de enero de 2022 realizada el día de hoy a las 8:00 horas, informamos la rectificación referida sólo a la variación mensual a 12 meses y la incidencia (pp.) a 12 meses.

Es relevante mencionar que el ajuste realizado y la actualización de archivos no impacta la información mensual entregada respecto a la variación del IPC general (1,2%), ni a las variaciones mensuales y acumuladas con sus respectivas incidencias.

Este ajuste afecta dos columnas de la tabla Variaciones e incidencias por división del Boletín Estadístico (edición n°279) y al cuadro estadístico IPC correspondiente a la serie de tiempo del IPC Base anual 2018=100, los que han sido actualizados en nuestra página web.

Revisar:

Boletín estadístico IPC 

Cuadro estadístico IPC",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/02/08/comunicado-institucional-actualización-información-ipc
51,"IPC de enero aumentó 1,2% respecto al mes anterior",8/02/2022,Destacaron las alzas de transporte y de alimentos y bebidas no alcohólicas. ,"En enero de 2022, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 1,2%, una variación acumulada de 1,2% en lo que va del año y un alza a doce meses de 7,7%. 

Once de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y una presentó incidencia negativa.

Entre las divisiones con alzas en sus precios destacaron transporte (2,8%), con 0,395 puntos porcentuales (pp.), y alimentos y bebidas no alcohólicas (1,6%), con 0,330 pp.  

La única división que presentó una incidencia negativa fue recreación y cultura (0,0%), con -0,003. 

Boletín IPC enero 2022  

Separata técnica IPC enero 2022  


NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.  ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/02/08/ipc-de-enero-aumentó-1-2-respecto-al-mes-anterior
52,"Índice de Precios de Productor (IPP) Industrias crece 31,5% en diciembre impulsado por la minería   ",24/01/2022,La extracción y procesamiento de cobre fue la clase que más influyó en la variación del sector minero. ,"Un aumento interanual y acumulado de 31,5% registró en diciembre de 2021 el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua), informó esta mañana el Instituto Nacional de Estadísticas (INE).  

El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al incrementarse y acumular 42,0% al último mes de 2021; extracción y procesamiento de cobre fue la clase más influyente, con un alza de 42,3%. 

En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) anotó una variación interanual y acumulada de 22,8%. La clase que más incidió positivamente en el alza a doce meses del índice fue fabricación de abonos y compuestos de nitrógeno, al incrementarse 106,1%.  

Por último, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) presentó un aumento a doce meses y acumulado de 6,2% en diciembre de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, al crecer 66,4%.  

Boletín Índice de Precios de Productor (IPP) Industrias diciembre 2021
 
 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/01/24/índice-de-precios-de-productor-(ipp)-industrias-crece-31-5-en-diciembre-impulsado-por-la-minería
53,"Índice de Costos del Transporte registró una variación mensual de 2,4% en diciembre ",19/01/2022,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. Variación acumulada del índice para 2021 fue de 20,4%. ","Un alza mensual de 2,4% anotó en diciembre de 2021 el Índice de Costos del Transporte (ICT), acumulando 20,4% en 2021, informó esta mañana el Instituto Nacional de Estadísticas (INE).

La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (3,8%), que incidió 1,130 puntos porcentuales (pp.) sobre la variación mensual del ICT general.

Recursos humanos creció 2,2% respecto a noviembre, aportando 0,899 pp., mientras que servicios financieros anotó un alza mensual de 2,7%, con una incidencia de 0,287 pp.  

Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo se incrementó 0,6% en comparación con el mes anterior, contribuyendo con 0,056 pp. al ICT general.

Finalmente, otros servicios relativos al equipo de transporte consignó una variación mensual de 0,1%, con una incidencia de 0,006 pp.  

Boletín Índice de Costos del Transporte (ICT) diciembre de 2021 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/01/19/índice-de-costos-del-transporte-registró-una-variación-mensual-de-2-4-en-diciembre
54,"IPC de diciembre aumentó 0,8% respecto al mes anterior ",7/01/2022,"Destacaron las alzas de transporte y de alimentos y bebidas no alcohólicas, y la disminución de bebidas alcohólicas y tabaco. Alza acumulada de 2021 fue de 7,2%.","En diciembre de 2021, el Índice de Precios al Consumidor (IPC) anotó un incremento mensual de 0,8%, mientras que la variación a doce meses y la acumulada en el año 2021 fue de 7,2%.

Diez de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y dos presentaron incidencias negativas.

Entre las divisiones con alzas en sus precios destacaron transporte (2,6%), con 0,353 puntos porcentuales (pp.), y alimentos y bebidas no alcohólicas (0,5%), con 0,103 pp. Entre las divisiones con bajas mensuales en sus precios destacó bebidas alcohólicas y tabaco (-0,3%), con -0,013 pp. 

Boletín IPC diciembre 2021  

Separata técnica IPC diciembre 2021  



NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.


Imagen: commons.wikimedia.org ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2022/01/07/ipc-de-diciembre-aumentó-0-8-respecto-al-mes-anterior
55,"Índice de Precios de Productor (IPP) Industrias crece 31,2% en noviembre impulsado por minería ",24/12/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 47,3%. ","Un aumento interanual de 31,2% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en noviembre de 2021, acumulando 27,7% al undécimo mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 43,5% respecto de noviembre de 2020, acumulando 37,0% en lo que va del año, destacando extracción y procesamiento de cobre como la clase más influyente con un alza de 47,3%.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 20,2% respecto del mismo mes del año anterior, y acumuló 19,4% al undécimo mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de abonos y compuestos de nitrógeno, con un 77,7%.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 6,7% a doce meses, acumulando 7,2% a noviembre de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 67,7%. 

Boletín Índice de Precios de Productor (IPP) Industrias noviembre 2021

",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/12/24/índice-de-precios-de-productor-(ipp)-industrias-crece-31-2-en-noviembre-impulsado-por-minería
56,"Índice de Costos del Transporte registró una variación mensual de 1,1% en noviembre",20/12/2021,"El resultado se explicó, principalmente, por el aumento del grupo  combustibles. ","
En noviembre de 2021, según informó esta mañana el Instituto Nacional de Estadísticas (INE), el Índice de Costos del Transporte (ICT) presentó un aumento mensual de 1,1%, acumulando 17,6% en lo que va del año. 


La variación del mes se explicó, principalmente, por el aumento del grupo combustibles (3,7%), que incidió  1,085 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 


En tanto, servicios financieros registró una variación mensual de 4,3%, con una incidencia de 0,444 pp., mientras que, repuestos y accesorios para el funcionamiento y mantención del vehículo anotó una variación mensual de 0,7%, con una incidencia de 0,064 pp. 


Por su parte, otros servicios relativos al equipo de transporte presentó una variación mensual de 0,1%, con una incidencia de 0,013 pp. 


Finalmente, recursos humanos consignó una variación mensual de -1,2%, con una incidencia de -0,479 pp. 

 Boletín Índice de Costos del Transporte (ICT) noviembre de 2021 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/12/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-1-en-noviembre
57,"IPC de noviembre aumentó 0,5% respecto al mes anterior  ",7/12/2021,"Destacaron las alzas de recreación y cultura y de vestuario y calzado, y la disminución de bebidas alcohólicas y tabaco.","
En noviembre de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,5%, acumulando alzas de 6,3% en lo que va del año y 6,7% a doce meses.

Ocho de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y cuatro presentaron incidencias negativas.

Entre las divisiones con alzas en sus precios destacaron recreación y cultura (2,7%), con 0,183 puntos porcentuales (pp.), y vestuario y calzado (2,7%), con 0,081 pp. Entre las divisiones con bajas mensuales en sus precios destacó bebidas alcohólicas y tabaco (-0,5%), con -0,021 pp.  


Boletín IPC noviembre 2021

Separata técnica IPC noviembre 2021   


NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.  


Imagen: www.freepik.com/pch.vector
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/12/07/ipc-de-noviembre-aumentó-0-5-respecto-al-mes-anterior
58,"Índice de Precios de Productor (IPP) Industrias crece 31,9% en octubre impulsado por minería ",24/11/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 50,6%. ","Un aumento interanual de 31,9% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en octubre de 2021, acumulando 27,6% al décimo mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE).
El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 47,1% respecto de octubre de 2020, acumulando 38,4% en lo que va del año, destacando extracción y procesamiento de Cobre como la clase más influyente con un alza de 50,6%.
En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 17,4% respecto del mismo mes del año anterior, y acumuló 17,4% al décimo mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un 39,1%.
Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 5,5% a doce meses, acumulando 5,1% a octubre de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 57,1%. 

Boletín Índice de Precios de Productor (IPP) Industrias octubre 2021.",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/11/24/índice-de-precios-de-productor-(ipp)-industrias-crece-31-9-en-octubre-impulsado-por-minería
59,"Índice de Costos del Transporte registró una variación mensual de 3,5% en octubre ",18/11/2021,"El resultado se explicó, principalmente, por el aumento del grupo recursos humanos. ","Un alza mensual de 3,5% anotó en octubre de 2021 el Índice de Costos del Transporte (ICT), acumulando 16,3% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

La variación del mes se explicó, principalmente, por el aumento del grupo recursos humanos (5,4%), que incidió 2,173 puntos porcentuales (pp.) sobre la variación mensual del ICT general. 

Combustibles creció 3,6% respecto a septiembre, aportando 1,044 pp., mientras que servicios financieros anotó un alza mensual de 1,8%, con una incidencia de 0,186 pp. 

Por su parte, repuestos y accesorios para el funcionamiento y mantención del vehículo se incrementó 1,4% en comparación con el mes anterior, contribuyendo con 0,135 pp. al ICT general. 

Finalmente, otros servicios relativos al equipo de transporte consignó nula variación mensual a un decimal, con una incidencia de 0,003 pp. 

Boletín Índice de Costos del Transporte (ICT) octubre de 2021 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/11/18/índice-de-costos-del-transporte-registró-una-variación-mensual-de-3-5-en-octubre
60,"IPC de octubre aumentó 1,3% respecto al mes anterior  ",8/11/2021,"Destacaron las alzas de transporte y de recreación y cultura, y la disminución de vestuario y calzado. 

 ","En octubre de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 1,3%, acumulando 5,8% en lo que va del año y 6,0% a doce meses.

Siete de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice, cuatro presentaron incidencias negativas y una registró nula incidencia.

Entre las divisiones con alzas en sus precios destacaron transporte (3,9%), con 0,529 puntos porcentuales (pp.), y recreación y cultura (7,8%), con 0,504 pp. Entre las divisiones con bajas mensuales en sus precios destacó vestuario y calzado (-3,3%), con -0,103 pp.


Boletín IPC octubre 2021 

Separata técnica IPC octubre 2021   

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.  ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/11/08/ipc-de-octubre-aumentó-1-3-respecto-al-mes-anterior
61,"Índice de Precios de Productor (IPP) Industrias crece 27,3% en septiembre impulsado por minería  ",22/10/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 40,7%.  

 ","
Un aumento interanual de 27,3% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en septiembre de 2021, acumulando 21,2% al noveno mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE). 


El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 39,9% respecto de septiembre de 2020, acumulando 28,5% en lo que va del año, destacando extracción y procesamiento de Cobre como la clase más influyente con un alza de 40,7%.  


En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 15,8% respecto del mismo mes del año anterior, y acumuló 14,9% al noveno mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un 41,2%.  


Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 5,3% a doce meses, acumulando 4,2% a septiembre de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 62,1%.   


 
Boletín Índice de Precios de Productor (IPP) Industrias septiembre 2021",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/10/22/índice-de-precios-de-productor-(ipp)-industrias-crece-27-3-en-septiembre-impulsado-por-minería
62,"Índice de Costos del Transporte registró una variación mensual de 0,8% en septiembre ",20/10/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles. ","Un alza mensual de 0,8% anotó en septiembre de 2021 el Índice de Costos del Transporte (ICT), acumulando 12,3% en lo que va del año, informó esta mañana el Instituto Nacional de Estadísticas (INE). 

El resultado del mes se explicó, principalmente, por el incremento del grupo combustibles (1,8%), que incidió 0,529 puntos porcentuales (pp.) sobre la variación mensual del ICT general. En tanto, servicios financieros aumentó 3,2% respecto al mes anterior, con una incidencia de 0,323 pp., mientras que repuestos y accesorios para el funcionamiento y mantención del vehículo anotó una variación mensual de 2,0%, con una incidencia de 0,195 pp. 

Por su parte, otros servicios relativos al equipo de transporte presentó nula variación mensual a un decimal, con nula incidencia mensual a tres decimales. Finalmente, recursos humanos consignó un descenso de 0,5% comparado con agosto, con una incidencia de -0,212 pp. 

Boletín Índice de Costos del Transporte (ICT) septiembre de 2021 ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/10/20/índice-de-costos-del-transporte-registró-una-variación-mensual-de-0-8-en-septiembre
63,"IPC de septiembre aumentó 1,2% respecto al mes anterior ",8/10/2021,"Destacaron las alzas de alimentos y bebidas no alcohólicas, transporte, y vivienda y servicios básicos. ","En septiembre de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 1,2%, acumulando 4,4% en lo que va del año y 5,3% a doce meses.  

Las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice. Entre las divisiones con alzas en sus precios destacaron alimentos y bebidas no alcohólicas (2,1%), con 0,422 puntos porcentuales (pp.); transporte (2,7%), con 0,356 pp., y vivienda y servicios básicos (0,7%), con 0,101 pp.  

Las restantes divisiones influyeron 0,298 pp. en conjunto. 

Boletín IPC septiembre 2021

Separata técnica IPC septiembre 2021


NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran. ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/10/08/ipc-de-septiembre-aumentó-1-2-respecto-al-mes-anterior
64,"Índice de Precios de Productor (IPP) Industrias crece 28,7% en agosto impulsado por minería  ",24/09/2021,"La extracción y procesamiento de cobre fue la clase que más influyó con un alza de 42,7%.  ","
Un aumento interanual de 28,7% registró el Índice de Precios de Productor (IPP) de Industrias (agregación de los sectores minería, manufactura y electricidad, gas y agua) en agosto de 2021, acumulando 21,4% al octavo mes del año, según informó esta mañana el Instituto Nacional de Estadísticas (INE). 


El Índice de Precios de Productor Minería (IPPMin) fue el que más influyó en la variación a doce meses del IPP de Industrias, al aumentar 42,9% respecto de agosto de 2020, acumulando 29,6% en lo que va del año, destacando extracción y procesamiento de Cobre como la clase más influyente con un alza de 42,7%.  


En tanto, el Índice de Precios de Productor Industria Manufacturera (IPPMan) creció 14,9% respecto del mismo mes del año anterior, y acumuló 13,9% al octavo mes del año. La clase que más incidió positivamente en la variación interanual del índice fue fabricación de pasta de madera, papel y cartón, con un 39,9%.  


Finalmente, el Índice de Precios de Distribución de Electricidad, Gas y Agua (IPDEGA) aumentó 6,3% a doce meses, acumulando 4,1% a agosto de 2021. La clase que más influyó en la variación del índice fue fabricación de gas; distribución de combustibles gaseosos por tuberías, con un 95,5%.   

Boletín Índice de Precios de Productor (IPP) Industrias agosto 2021. 




 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/09/24/índice-de-precios-de-productor-(ipp)-industrias-crece-28-7-en-agosto-impulsado-por-minería
65,"Índice de Costos del Transporte registró una variación mensual de 1,8% en agosto",21/09/2021,"El resultado se explicó, principalmente, por el aumento del grupo combustibles.  ","
El Índice de Costos del Transporte (ICT) aumentó 1,8% en agosto de 2021 respecto a julio, acumulando 11,4% en lo que va del año, según informó el Instituto Nacional de Estadísticas (INE). El resultado del mes se explicó, principalmente, por el alza del grupo combustibles (3,0%), que incidió 0,863 puntos porcentuales (pp.) sobre la variación mensual del ICT general.  

En tanto, recursos humanos registró un incremento de 1,7% en comparación con julio, aportando 0,711 pp., mientras que repuestos y accesorios para el funcionamiento y mantención del vehículo aumentó 0,8% en relación con el mes anterior, contribuyendo con 0,074 pp. Por su parte, servicios financieros anotó una variación mensual de 0,2%, con una incidencia de 0,019 pp.

Finalmente, otros servicios relativos al equipo de transporte consignó una variación mensual de 1,3%, con una incidencia de 0,135 pp.  

Boletín Índice de Costos del Transporte (ICT) agosto de 2021 


 
",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/09/21/índice-de-costos-del-transporte-registró-una-variación-mensual-de-1-8-en-agosto
66,"IPC de agosto anotó un aumento mensual de 0,4%  ",8/09/2021,"Destacaron las alzas de vivienda y servicios básicos y de restaurantes y hoteles, y la disminución de bebidas alcohólicas y tabaco. ","En agosto de 2021, el Índice de Precios al Consumidor (IPC) anotó un aumento mensual de 0,4%, acumulando 3,2% en lo que va del año y 4,8% a doce meses.   

Nueve de las doce divisiones que conforman la canasta del IPC aportaron incidencias positivas en la variación mensual del índice y tres presentaron incidencias negativas. Entre las divisiones con alzas en sus precios destacaron vivienda y servicios básicos (0,9%), con 0,132 puntos porcentuales (pp.), y restaurantes y hoteles (1,8%), con 0,116 pp.   

Entre las divisiones que consignaron descensos mensuales en sus precios destacó bebidas alcohólicas y tabaco (-0,8%), que incidió -0,038 pp.

Boletín IPC agosto 2021   
Separata técnica IPC agosto 2021   

NOTA: se recuerda que, en el contexto de la contingencia sanitaria, el INE ha adoptado una serie de medidas para dar continuidad a la recolección de datos de los indicadores de precios. Los principales alcances y aspectos metodológicos de estas medidas se reflejan en la separata técnica mencionada en este correo. Se recuerda también que en aquellos casos en que no fue posible recolectar precios se usó la metodología de imputación preestablecida, cuyo detalle se explica en el documento metodológico IPC 2018=100, publicado en www.ine.cl. Estas medidas se aplicarán hasta que las condiciones lo requieran.  ",http://www.ine.gob.cl/sala-de-prensa/prensa-economia/indices-de-precios-e-inflacion/noticia/2021/09/08/ipc-de-agosto-anoto-un-aumento-mensual-de-0-4
